analysisengin, uima, provid, return, licens, apach, distribut, file, asf, softwar, 
arrayoutofboundsexcept, caus, issu, string, blast, doesn, analyz, random, empti, check, 
2004, bogu, argument, result, test, licens, apach, softwar, distribut, mai, 
caus, arrayindexoutofboundsexcept, issu, string, blast, doesn, analyz, random, empti, check, 
2004, bogu, argument, result, test, licens, apach, softwar, distribut, mai, 
score, ioob, advanc, scorecachingwrappingscor, coupl, idx, consecut, call, emul, saniti, 
currenttimemilli, system, verbos, i<bigit, newrandom, dir, println, 25, ramdirectori, start, 
searchtest, multi, multifileoutput, search, result, statement, adapt, older, singl, segment, 
miss, page, sometim, string_val, searchaft, first, last, test, sort, also, 
output, search, rudimentari, checkhit, multifileoutput, valid, try, someon, compound, result, 
comment, line, mode, skip, remov, empti, segment, search, test, licens, 
stress, replac, option, test, data, make, todo, licens, distribut, file, 
sm, fail, mayberefreshblock, releas, lock, searcher, expect, thread, 6087, close, 
getsiz, taxonomyread, facets=, pair, println, system, verbos, mockrandomalcololicmergepolici, tostr, facet, 
secur, testsecuritymanag, trace, stack, jvm, djava, securityexcept, runner, hide, exit, 
uncaught, consol, dump, suppress, seed, super, info, output, verifi, normal, 
5954, lucen, licens, distribut, file, apach, asf, softwar, mai, see, 
merg, freq, unstor, segment, segmentread, println, compact, size, store, system, 
norm, asserttru, dochelp, omit, unstor, test, rev, printstacktrac, setup, reader, 
skipinterv, next, abl, optim, back, document, therefor, assur, ad, read, 
aaa, bbb, term, assert, frequenc, go, 100, enumer, document, segment, 
sentenc, boundari, test, token, whole, binarymalform, inhibit, end, basetokenstreamtestcas, junk, 
rehash, forc, licens, distribut, file, apach, asf, softwar, mai, see, 
serbiannormalizationfilt, cyril, latin, text, test, blast, analyz, random, string, licens, 
serbian, bogu, argument, ensur, factori, test, normal, simpl, result, licens, 
serbiannormalizationfilt, cyril, latin, text, test, blast, analyz, random, string, licens, 
sleep, short, ignor, type, expect, chang, time, todo, licens, distribut, 
lucenetestcase#teardown, lucenetestcase#setup, miss, call, super, verifi, proper, method, function, ensur, 
searcher, shard, shardid, rebas, negat, mock, real, search, node, user, 
shingl, unigram, higher, min, disabl, max, size, test, separ, token, 
shuffl, seed, order, list, directori, scrambl, shufflef, alwai, differ, consist, 
score=, doc=, println, system, score, tostr, doc, pq, bq, field, 
sim, termi, exist, sure, similar, tf, make, doesnt, queri, computestat, 
correct, test, dfr, numberofdocu, behavior, unit, model, similar, numberoffieldtoken, ib, 
saniti, check, norm, writer, gener, search, todo, licens, distribut, file, 
reflect, api, correct, check, default, ar, licens, distribut, file, apach, 
alt, bq, queri, cover, simpl, rewrit, matchalldoc, boost, zero, testexplan, 
checkhits#checknomatchexplan, focu, match, superclass, non, overrid, ignor, verifi, subclass, licens, 
simplefsdirectori, test, licens, distribut, file, apach, asf, softwar, mai, see, 
assumenoexcept, claus, lockfil, simplefslockfactori, ensurevalid, final, fals, delet, clean, test, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
enabledis, oper, abil, test, phrase, prefix, whitespace+lowercas, escap, queri, helper, 
+a, +b, posinc, abov, rel, boost2, phrase, assertingqueri, ~1, horribl, 
dv, sort, set, licens, distribut, file, apach, asf, softwar, requir, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
simpletextdocvaluesformat, test, licens, distribut, file, apach, asf, softwar, mai, see, 
simpletextfieldinfoformat, test, licens, distribut, file, apach, asf, softwar, mai, see, 
simpletextnormsformat, test, licens, distribut, file, apach, asf, softwar, mai, see, 
horrend, simpletext, pleas, figur, slow, post, test, licens, distribut, file, 
simpletextsegmentinfoformat, test, licens, distribut, file, apach, asf, softwar, mai, see, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
singleinstancelockfactori, ramdirectori, lock, indexwrit, verifi, 2nd, correctli, basic, fail, creat, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
segment, merg, last, delet, constraint, prepar, max, forcemerg, verifi, exce, 
sleepinglockwrapp, impl, test, simpl, todo, licens, distribut, file, apach, asf, 
co, accuraci, huperdup, asin, es, reduct, earth, epsilon, equat, pure, 
drug, succe, doc_2, slop, 1310, doc_1, ~1, find, lucen, exact, 
~n, posincr, abov, multiphrasequery~n, sloppi, phrase, random, queri, test, licens, 
slowfuzzyqueri, similar, student, prefix, edit, 10, optim, char, match, now, 
minscor, pqsize, tobinarystr, resultcount, line, int, fuzzyqueri, bit, doc, prefixlen, 
float, underflow, round, zero, bits=, floattobyt, b1, overflow, origin, tohexstr, 
stopword, 3026, load, ideograph, analyz, punctuat, width, >wordtokenfilt, ar, word, 
stoplist, moment, smart, chines, punctuat, emit, whitespac, clean, show, smartchinesesentencetokenizerfactori, 
backup, snapshot, commit, delet, reli, releas, take, upon, snapshot0, exist, 
purpos, onli, test, licens, distribut, file, apach, asf, softwar, mai, 
snowballporterfilterfactori, mechan, 2004, protect, bogu, argument, test, word, result, licens, 
snowbal, txt, voc, output, run, vocabulari, stemmer, suppli, test, string, 
syn, syntax, exc, pars, bad, expect, positionlength, solr, wiki, exampl, 
digit, fold, test, sorani, analyz, latin, somewhat, rare, hebrew, classpath, 
frequent, omit, def, alwai, critic, medial, form, peek, final, backward, 
sorani, bogu, argument, ensur, factori, test, normal, simpl, result, licens, 
yan, 8k, ana, aka, indefinit, singular, sorani, plural, 1000, stemmer, 
sorani, bogu, argument, stem, ensur, factori, test, simpl, result, licens, 
sort, type, treat, revers, test, bar, come, max_valu, foo, numer, 
idsourc, flush, forc, getint, docid, densiti, acc, id=, 10%, docid=, 
explan, confirm, sort, break, rescor, tie, individu, pass, revers, detail, 
come, befor, sortednumericsortfield, baz, selector, bar, null, last, simpl, empti, 
top, nrt, dim, state, open, ask, per, label, reader, 10, 
sortfield, optim, test, licens, distribut, file, apach, asf, softwar, mai, 
come, ordin, wrapper, slow, access, baz, support, random, befor, doe, 
baz, come, bar, befor, sortedsetsortfield, selector, sortedset, front, null, index, 
alcohol, ltc, mp, merg, updat, regular, threefor, sortingmp, sort, ndv, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
near, w3, w1, licens, distribut, file, apach, asf, softwar, mai, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
testexplan, spanfirstqueri, focus, spanorqueri, spannearqueri, span, subclass, simpl, queri, licens, 
checkhits#checknomatchexplan, focu, match, superclass, non, overrid, ignor, verifi, subclass, licens, 
quick, stopanalyz, user, mimic, start, queri, licens, distribut, file, apach, 
nosuch, multiterm, flip, aren, fox, brown, dog, quick, match, jump, 
subclaus, unord, spannearqueri, gap, add, basic, can, differ, queri, field, 
spannotqueri, basic, test, licens, distribut, file, apach, asf, softwar, mai, 
spanorqueri, basic, test, licens, distribut, file, apach, asf, softwar, mai, 
processor, parser, spansvalidatorquerynodeprocessor, uniquefieldquerynodeprocessor, queri, pair, standardsyntaxpars, expect, field&quot, phase, 
uniquefieldquerynodeprocessor, spansvalidatorquerynodeprocessor, processor, querynod, parser, queri, pair, standardsyntaxpars, tree, pipelin, 
spannearqueri, srq, newfield, fox, brown, dog, doc, quick, spanqueri, field, 
spannearqueri, spanfirstqueri, n+1, spanpositionrangequeri, spantermqueri, spannotqueri, termqueri, spanorqueri, fals, spanwithinqueri, 
spantermqueri, basic, test, licens, distribut, file, apach, asf, softwar, mai, 
stopword, test, stem, hebrew, classpath, npe, exclus, blast, miss, unicod, 
spanishlightstemfilt, vocabulari, blast, impl, refer, test, analyz, simpl, random, string, 
spanish, light, bogu, argument, stem, ensur, factori, test, simpl, result, 
1404, focu, lucen, dev52270, comlistslucenejava, discuss, unord, doesn, ahead, exist, 
hit, field_id, expectedid, descript, span, queri, expect, score, println, system, 
span, 20698164f, test, expectedscor, document, float, queri, multipl, spantermqueri, ad, 
hundr, exclud, v2, 109, 19, infostream, span, 10, 100, writer, 
insert, sparsefixedbitset, sensit, bit, random, order, can, licens, distribut, file, 
approximatecardin, invari, spars, divid, thing, zero, expect, long, differ, check, 
thousand, searcher, restraint, word, field1, expect, suggest, spellcheck, spell, field, 
wb, \p, midnumlet, trigger, char, split, combin, 0ucdauxiliarywordbreakproperti, midlett, token, 
700, 100, char, test, word, classicfilterfactori, asciifoldingfilterfactori, classictokenizerfactori, keywordtokenizerfactori, ensur, 
2566, standardsyntaxpars, behavior, synonym, smartquerypars, phrase, uncoordin, differenti, oper, todo, 
egothor, leo, project, g@seznam, develop, cz, redistribut, disclaim, behalf, includ, 
book, porter, keywordattribut, inputvalu, let, convert, mark, overrid, will, stem, 
cat, dog, stemmer, bogu, overrid, argument, stem, ensur, factori, test, 
stempelpolishstemfilterfactori, bogu, argument, test, result, licens, distribut, file, apach, asf, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
concaten, increment, stopfilt, teststopanalyz, 3849, stop, hte, filter, posinc, stupid, 
bogu, argument, result, implicit, default, test, word, licens, file, distribut, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
nextdoc, advanc, test, licens, distribut, file, apach, asf, softwar, mai, 
addsdelet, thread, delet, alwai, 2004, mix, respect, across, id, long, 
searcher, stress, count, constantli, println, system, 10, run, doc, ramdirectori, 
docid2, id, dir1, verifi, println, system, id2, dir2, doc, surrog, 
tombston, assertu, instal, newread, tostr, commit, updat, id, snapshot, reader, 
comppyfasthash, googl, hash, code, comput, licens, distribut, file, apach, asf, 
doesnt, arrays#aslist, scorer, tree, oracl, annot, exist, html, index, sure, 
suggest, randomindexwrit, earli, indexwrit, termin, instead, weight, segment, descend, doc, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
bogu, argument, result, implicit, default, test, word, licens, file, distribut, 
terms#getsumdocfreq, sumdocfreq, across, comput, experiment, field, test, licens, distribut, file, 
stopword, test, stem, hebrew, classpath, npe, exclus, blast, miss, unicod, 
swedishlightstemfilt, vocabulari, blast, impl, refer, test, analyz, simpl, random, string, 
swedish, light, bogu, argument, stem, ensur, factori, test, simpl, result, 
synonym, patterntokenizerfactori, noop, saniti, txt, tokenierfactori, check, alia, wordnet, pars, 
syn, zoo, pot, random, token, mockgraphtokenfilt, synfilt, input, nextboolean, final, 
categori, ordin, test, taxonomi, root, filltaxonomi, parent, youngest, child, inde, 
expect, assoc, associ, 11th, float, index, 50%, send, 50, prepar, 
nrt, facet, open, categori, count, normal, multicollector, segment, content, brows, 
categori, no_par, segment, flush, content, dimens, d111, result, facetrequest, add, 
nrt, facet, open, count, main, ord, dim, directori, separ, ask, 
simul, testteesinktokenfilt, 1448, basetokenstreamtestcas, modulo, sink, test, explicit, 2004, 20, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
todot, dot, match, come, taq, sun, println, wi, system, wifi, 
searchresult, spatialarg, 39, 00390625, 127, 14453125, 375, queri, makequeri, 112, 
unbound, result, test, adequ, posit, small, doe, bound, termrangefilt, veri, 
38, fix, assert, assertequ, lucen, rang, line, hit, next, length, 
693147, 590, idf, sumofsquaredweight, ^0, score, norm, ln, boost, lengthnorm, 
maxbuffereddocs=2, setnocfsratio, writer, forcemerg, infostream, vector, someth, actual, two, system, 
expect, testfield, term, println, setup, system, testfieldsstoreoff, versu, lexicograph, sort, 
vector, 1448, 1168, lucen, po, 1442, segment, doc, make, broken, 
dotest, 100000, 2006, 1f, 10000, 10%, perform, contain, document, term, 
println, system, tokenbyt, min, max, new, statist, complet, term, option, 
block, found, term, randomsimplestr, floor, forward, seekexact, testutil, startterm, prefix, 
seek, altern, automata, automatontestutil, term, getstartpoint, intersect, accept, ceil, println, 
spatialexampl, despit, inputstream, hack, test, assert, expect, close, sure, end, 
test, fold, digit, 3044, analyz, blast, stopword, consum, thai, testcas, 
thai, decompos, ensur, filter, bogu, argument, factori, test, word, actual, 
thai, decompos, ensur, filter, bogu, argument, factori, test, word, actual, 
num_thread, stress, ramdirectori, fsdirectori, privat, static, abov, run, final, int, 
5668, pass, stabl, setter, segment, doubl, equal, merg, sure, alwai, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
x_, newtot, x_3=min+2, run, x_4=2min+2, x_1, i+1, add, x_3=x, x_n, 
timeout, slack, search, test, ==fail, multithread, collect, thread, soon, collector, 
orgwikihepburn_roman, isnt, realli, thorough, en, wikipedia, probabl, even, todo, licens, 
chartermattributestuff, test, licens, distribut, file, apach, asf, softwar, mai, see, 
ipad, inflect, actual, check, fstlookup, wordid, form, type, saniti, walk, 
ask, pq, result, howmani, max_scor, score, start, ==, bring, matchalldocsqueri, 
shard, topdocs#topdoc, hitcount, behaviour, ha, start, >=, fieldcomp, getconfig, atleast, 
multisingl, criteria, fillfield, instanti, compar, sort, two, multicomparatorscoringnomaxscorecollector, wa, topfieldcollector, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
